timestamp,symbol,price,return,pnl,equity,expected_pnl,implementation_shortfall,volatility,volume_ratio,spread_bps,slippage_bps,signal_strength,news_risk,strategy_type,rsi_14,price_to_ma_20_pct,momentum_20d_pct,trend_strength,implied_volatility,volatility_limit,net_interest_margin_trend,loan_loss_risk,oil_momentum_20d_pct,inventory_surprise_pct,action,decision_reason,target_position,target_quantity,target_weight,fill_quantity,fill_price,position_quantity,kind,event_id,parent_id,available_at,decision_timestamp,strategy_id,strategy_version,model_version,feature_snapshot_id,detail
2025-08-18T11:09:00Z,MSFT,417.6913,-0.000114,-1.43,36.63,15.04,16.47,0.1758,0.822,1.559,0.504,0.212,0.31,20-day momentum,,,1.7,0.34,,,,,,,,,30,30,0.012531,,,,target,msft-target-02,msft-decision-02,2025-08-18T11:09:00Z,,demo-msft-20-day-momentum,2026.08-demo,,,Target evidence for MSFT cycle 3.
2025-08-18T11:10:00Z,MSFT,417.6913,-0.000114,-1.43,36.63,15.04,16.47,0.1758,0.822,1.559,0.504,0.212,0.31,20-day momentum,,,1.7,0.34,,,,,,,,,,,,0,,,fill,msft-fill-02,msft-target-02,2025-08-18T11:10:00Z,,demo-msft-20-day-momentum,2026.08-demo,,,Fill evidence for MSFT cycle 3.
2025-08-18T11:11:00Z,MSFT,417.6913,-0.000114,-1.43,36.63,15.04,16.47,0.1758,0.822,1.559,0.504,0.212,0.31,20-day momentum,,,1.7,0.34,,,,,,,,,,,,,,30,position,msft-position-02,msft-fill-02,2025-08-18T11:11:00Z,,demo-msft-20-day-momentum,2026.08-demo,,,Position evidence for MSFT cycle 3.
2025-08-18T11:12:00Z,MSFT,417.6913,-0.000114,-1.43,36.63,15.04,16.47,0.1758,0.822,1.559,0.504,0.212,0.31,20-day momentum,,,1.7,0.34,,,,,,,,,,,,,,,pnl,msft-pnl-02,msft-position-02,2025-08-18T11:12:00Z,,demo-msft-20-day-momentum,2026.08-demo,,,Pnl evidence for MSFT cycle 3.
2025-08-18T11:14:00Z,NVDA,135.2932,-0.003027,-8.19,-6.49,3.25,11.44,0.2312,0.882,2.142,0.606,0.059,0.38,Volatility-gated growth,,,,,0.47,0.7,,,,,,,,,,,,,observation,nvda-observation-02,,2025-08-18T11:14:00Z,,demo-nvda-volatility-gated-growth,2026.08-demo,,,Observation evidence for NVDA cycle 3.
2025-08-18T11:15:00Z,NVDA,135.2932,-0.003027,-8.19,-6.49,3.25,11.44,0.2312,0.882,2.142,0.606,0.059,0.38,Volatility-gated growth,,,,,0.47,0.7,,,,,HOLD,HOLD: implied volatility was 0.47; low volatility permits exposure and above 0.70 exits it.,20,,0.002706,,,,decision,nvda-decision-02,nvda-observation-02,2025-08-18T11:14:00Z,2025-08-18T11:15:00Z,demo-nvda-volatility-gated-growth,2026.08-demo,nvda-volatility-gate-1.9,nvda-features-02,Decision evidence for NVDA cycle 3.
2025-08-18T11:16:00Z,NVDA,135.2932,-0.003027,-8.19,-6.49,3.25,11.44,0.2312,0.882,2.142,0.606,0.059,0.38,Volatility-gated growth,,,,,0.47,0.7,,,,,,,20,20,0.002706,,,,target,nvda-target-02,nvda-decision-02,2025-08-18T11:16:00Z,,demo-nvda-volatility-gated-growth,2026.08-demo,,,Target evidence for NVDA cycle 3.
2025-08-18T11:17:00Z,NVDA,135.2932,-0.003027,-8.19,-6.49,3.25,11.44,0.2312,0.882,2.142,0.606,0.059,0.38,Volatility-gated growth,,,,,0.47,0.7,,,,,,,,,,0,,,fill,nvda-fill-02,nvda-target-02,2025-08-18T11:17:00Z,,demo-nvda-volatility-gated-growth,2026.08-demo,,,Fill evidence for NVDA cycle 3.
2025-08-18T11:18:00Z,NVDA,135.2932,-0.003027,-8.19,-6.49,3.25,11.44,0.2312,0.882,2.142,0.606,0.059,0.38,Volatility-gated growth,,,,,0.47,0.7,,,,,,,,,,,,20,position,nvda-position-02,nvda-fill-02,2025-08-18T11:18:00Z,,demo-nvda-volatility-gated-growth,2026.08-demo,,,Position evidence for NVDA cycle 3.
2025-08-18T11:19:00Z,NVDA,135.2932,-0.003027,-8.19,-6.49,3.25,11.44,0.2312,0.882,2.142,0.606,0.059,0.38,Volatility-gated growth,,,,,0.47,0.7,,,,,,,,,,,,,pnl,nvda-pnl-02,nvda-position-02,2025-08-18T11:19:00Z,,demo-nvda-volatility-gated-growth,2026.08-demo,,,Pnl evidence for NVDA cycle 3.
2025-08-18T11:21:00Z,JPM,217.2295,-0.003972,-49.66,-49.66,13.03,62.69,0.2728,1.051,2.568,1.139,0.01,0.1,Bank fundamentals,,,,,,,0.08,0.14,,,,,,,,,,,observation,jpm-observation-02,,2025-08-18T11:21:00Z,,demo-jpm-bank-fundamentals,2026.08-demo,,,Observation evidence for JPM cycle 3.
2025-08-18T11:22:00Z,JPM,217.2295,-0.003972,-49.66,-49.66,13.03,62.69,0.2728,1.051,2.568,1.139,0.01,0.1,Bank fundamentals,,,,,,,0.08,0.14,,,BUY,BUY: net-interest-margin trend was 0.08; improving margins buy and sharp contraction sells.,50,,0.010861,,,,decision,jpm-decision-02,jpm-observation-02,2025-08-18T11:21:00Z,2025-08-18T11:22:00Z,demo-jpm-bank-fundamentals,2026.08-demo,jpm-bank-quality-4.1,jpm-features-02,Decision evidence for JPM cycle 3.
2025-08-18T11:23:00Z,JPM,217.2295,-0.003972,-49.66,-49.66,13.03,62.69,0.2728,1.051,2.568,1.139,0.01,0.1,Bank fundamentals,,,,,,,0.08,0.14,,,,,50,50,0.010861,,,,target,jpm-target-02,jpm-decision-02,2025-08-18T11:23:00Z,,demo-jpm-bank-fundamentals,2026.08-demo,,,Target evidence for JPM cycle 3.
2025-08-18T11:24:00Z,JPM,217.2295,-0.003972,-49.66,-49.66,13.03,62.69,0.2728,1.051,2.568,1.139,0.01,0.1,Bank fundamentals,,,,,,,0.08,0.14,,,,,,,,50,217.2295,,fill,jpm-fill-02,jpm-target-02,2025-08-18T11:24:00Z,,demo-jpm-bank-fundamentals,2026.08-demo,,,Fill evidence for JPM cycle 3.
2025-08-18T11:25:00Z,JPM,217.2295,-0.003972,-49.66,-49.66,13.03,62.69,0.2728,1.051,2.568,1.139,0.01,0.1,Bank fundamentals,,,,,,,0.08,0.14,,,,,,,,,,50,position,jpm-position-02,jpm-fill-02,2025-08-18T11:25:00Z,,demo-jpm-bank-fundamentals,2026.08-demo,,,Position evidence for JPM cycle 3.
2025-08-18T11:26:00Z,JPM,217.2295,-0.003972,-49.66,-49.66,13.03,62.69,0.2728,1.051,2.568,1.139,0.01,0.1,Bank fundamentals,,,,,,,0.08,0.14,,,,,,,,,,,pnl,jpm-pnl-02,jpm-position-02,2025-08-18T11:26:00Z,,demo-jpm-bank-fundamentals,2026.08-demo,,,Pnl evidence for JPM cycle 3.
2025-08-18T11:28:00Z,XOM,111.2237,-0.002334,-15.58,-45.69,8.01,23.59,0.2963,1.173,2.787,0.582,0.375,0.17,Oil trend and inventories,,,,,,,,,3,-1.5,,,,,,,,,observation,xom-observation-02,,2025-08-18T11:28:00Z,,demo-xom-oil-trend-and-inventories,2026.08-demo,,,Observation evidence for XOM cycle 3.
2025-08-18T11:29:00Z,XOM,111.2237,-0.002334,-15.58,-45.69,8.01,23.59,0.2963,1.173,2.787,0.582,0.375,0.17,Oil trend and inventories,,,,,,,,,3,-1.5,HOLD,HOLD: 20-day oil momentum was 3%; above 6% buys and below -5% sells.,60,,0.006673,,,,decision,xom-decision-02,xom-observation-02,2025-08-18T11:28:00Z,2025-08-18T11:29:00Z,demo-xom-oil-trend-and-inventories,2026.08-demo,xom-energy-trend-2.7,xom-features-02,Decision evidence for XOM cycle 3.
2025-08-18T11:30:00Z,XOM,111.2237,-0.002334,-15.58,-45.69,8.01,23.59,0.2963,1.173,2.787,0.582,0.375,0.17,Oil trend and inventories,,,,,,,,,3,-1.5,,,60,60,0.006673,,,,target,xom-target-02,xom-decision-02,2025-08-18T11:30:00Z,,demo-xom-oil-trend-and-inventories,2026.08-demo,,,Target evidence for XOM cycle 3.
2025-08-18T11:31:00Z,XOM,111.2237,-0.002334,-15.58,-45.69,8.01,23.59,0.2963,1.173,2.787,0.582,0.375,0.17,Oil trend and inventories,,,,,,,,,3,-1.5,,,,,,0,,,fill,xom-fill-02,xom-target-02,2025-08-18T11:31:00Z,,demo-xom-oil-trend-and-inventories,2026.08-demo,,,Fill evidence for XOM cycle 3.
2025-08-18T11:32:00Z,XOM,111.2237,-0.002334,-15.58,-45.69,8.01,23.59,0.2963,1.173,2.787,0.582,0.375,0.17,Oil trend and inventories,,,,,,,,,3,-1.5,,,,,,,,60,position,xom-position-02,xom-fill-02,2025-08-18T11:32:00Z,,demo-xom-oil-trend-and-inventories,2026.08-demo,,,Position evidence for XOM cycle 3.
2025-08-18T11:33:00Z,XOM,111.2237,-0.002334,-15.58,-45.69,8.01,23.59,0.2963,1.173,2.787,0.582,0.375,0.17,Oil trend and inventories,,,,,,,,,3,-1.5,,,,,,,,,pnl,xom-pnl-02,xom-position-02,2025-08-18T11:33:00Z,,demo-xom-oil-trend-and-inventories,2026.08-demo,,,Pnl evidence for XOM cycle 3.
2025-08-18T11:45:00Z,AAPL,226.1513,-0.001441,-31.5,22.39,21.71,53.21,0.1501,0.822,1.315,0.95,0.343,0.31,RSI mean reversion,24,3.71,,,,,,,,,,,,,,,,,observation,aapl-observation-03,,2025-08-18T11:45:00Z,,demo-aapl-rsi-mean-reversion,2026.08-demo,,,Observation evidence for AAPL cycle 4.
2025-08-18T11:46:00Z,AAPL,226.1513,-0.001441,-31.5,22.39,21.71,53.21,0.1501,0.822,1.315,0.95,0.343,0.31,RSI mean reversion,24,3.71,,,,,,,,,BUY,BUY: RSI was 24; below 30 buys and above 65 sells while the middle range holds.,80,,0.018092,,,,decision,aapl-decision-03,aapl-observation-03,2025-08-18T11:45:00Z,2025-08-18T11:46:00Z,demo-aapl-rsi-mean-reversion,2026.08-demo,aapl-rsi-reversion-3.2,aapl-features-03,Decision evidence for AAPL cycle 4.
2025-08-18T11:47:00Z,AAPL,226.1513,-0.001441,-31.5,22.39,21.71,53.21,0.1501,0.822,1.315,0.95,0.343,0.31,RSI mean reversion,24,3.71,,,,,,,,,,,80,80,0.018092,,,,target,aapl-target-03,aapl-decision-03,2025-08-18T11:47:00Z,,demo-aapl-rsi-mean-reversion,2026.08-demo,,,Target evidence for AAPL cycle 4.
2025-08-18T11:48:00Z,AAPL,226.1513,-0.001441,-31.5,22.39,21.71,53.21,0.1501,0.822,1.315,0.95,0.343,0.31,RSI mean reversion,24,3.71,,,,,,,,,,,,,,40,226.1513,,fill,aapl-fill-03,aapl-target-03,2025-08-18T11:48:00Z,,demo-aapl-rsi-mean-reversion,2026.08-demo,,,Fill evidence for AAPL cycle 4.
2025-08-18T11:49:00Z,AAPL,226.1513,-0.001441,-31.5,22.39,21.71,53.21,0.1501,0.822,1.315,0.95,0.343,0.31,RSI mean reversion,24,3.71,,,,,,,,,,,,,,,,80,position,aapl-position-03,aapl-fill-03,2025-08-18T11:49:00Z,,demo-aapl-rsi-mean-reversion,2026.08-demo,,,Position evidence for AAPL cycle 4.
2025-08-18T11:50:00Z,AAPL,226.1513,-0.001441,-31.5,22.39,21.71,53.21,0.1501,0.822,1.315,0.95,0.343,0.31,RSI mean reversion,24,3.71,,,,,,,,,,,,,,,,,pnl,aapl-pnl-03,aapl-position-03,2025-08-18T11:50:00Z,,demo-aapl-rsi-mean-reversion,2026.08-demo,,,Pnl evidence for AAPL cycle 4.
2025-08-18T11:52:00Z,MSFT,416.135,-0.003726,-100.52,-63.89,29.96,130.48,0.2011,0.882,1.848,0.93,0.588,0.38,20-day momentum,,,4.7,0.94,,,,,,,,,,,,,,,observation,msft-observation-03,,2025-08-18T11:52:00Z,,demo-msft-20-day-momentum,2026.08-demo,,,Observation evidence for MSFT cycle 4.
2025-08-18T11:53:00Z,MSFT,416.135,-0.003726,-100.52,-63.89,29.96,130.48,0.2011,0.882,1.848,0.93,0.588,0.38,20-day momentum,,,4.7,0.94,,,,,,,BUY,BUY: 20-day momentum was 4.7%; above 3% buys and below -2% sells.,60,,0.024968,,,,decision,msft-decision-03,msft-observation-03,2025-08-18T11:52:00Z,2025-08-18T11:53:00Z,demo-msft-20-day-momentum,2026.08-demo,msft-momentum-2.4,msft-features-03,Decision evidence for MSFT cycle 4.
2025-08-18T11:54:00Z,MSFT,416.135,-0.003726,-100.52,-63.89,29.96,130.48,0.2011,0.882,1.848,0.93,0.588,0.38,20-day momentum,,,4.7,0.94,,,,,,,,,60,60,0.024968,,,,target,msft-target-03,msft-decision-03,2025-08-18T11:54:00Z,,demo-msft-20-day-momentum,2026.08-demo,,,Target evidence for MSFT cycle 4.
2025-08-18T11:55:00Z,MSFT,416.135,-0.003726,-100.52,-63.89,29.96,130.48,0.2011,0.882,1.848,0.93,0.588,0.38,20-day momentum,,,4.7,0.94,,,,,,,,,,,,30,416.135,,fill,msft-fill-03,msft-target-03,2025-08-18T11:55:00Z,,demo-msft-20-day-momentum,2026.08-demo,,,Fill evidence for MSFT cycle 4.
2025-08-18T11:56:00Z,MSFT,416.135,-0.003726,-100.52,-63.89,29.96,130.48,0.2011,0.882,1.848,0.93,0.588,0.38,20-day momentum,,,4.7,0.94,,,,,,,,,,,,,,60,position,msft-position-03,msft-fill-03,2025-08-18T11:56:00Z,,demo-msft-20-day-momentum,2026.08-demo,,,Position evidence for MSFT cycle 4.
2025-08-18T11:57:00Z,MSFT,416.135,-0.003726,-100.52,-63.89,29.96,130.48,0.2011,0.882,1.848,0.93,0.588,0.38,20-day momentum,,,4.7,0.94,,,,,,,,,,,,,,,pnl,msft-pnl-03,msft-position-03,2025-08-18T11:57:00Z,,demo-msft-20-day-momentum,2026.08-demo,,,Pnl evidence for MSFT cycle 4.
2025-08-18T11:59:00Z,NVDA,134.8078,-0.003588,-1.62,-8.11,0.0,1.62,0.2351,1.051,2.187,0.826,0.098,0.1,Volatility-gated growth,,,,,0.78,0.7,,,,,,,,,,,,,observation,nvda-observation-03,,2025-08-18T11:59:00Z,,demo-nvda-volatility-gated-growth,2026.08-demo,,,Observation evidence for NVDA cycle 4.
2025-08-18T12:00:00Z,NVDA,134.8078,-0.003588,-1.62,-8.11,0.0,1.62,0.2351,1.051,2.187,0.826,0.098,0.1,Volatility-gated growth,,,,,0.78,0.7,,,,,SELL,SELL: implied volatility was 0.78; low volatility permits exposure and above 0.70 exits it.,0,,0.0,,,,decision,nvda-decision-03,nvda-observation-03,2025-08-18T11:59:00Z,2025-08-18T12:00:00Z,demo-nvda-volatility-gated-growth,2026.08-demo,nvda-volatility-gate-1.9,nvda-features-03,Decision evidence for NVDA cycle 4.
2025-08-18T12:01:00Z,NVDA,134.8078,-0.003588,-1.62,-8.11,0.0,1.62,0.2351,1.051,2.187,0.826,0.098,0.1,Volatility-gated growth,,,,,0.78,0.7,,,,,,,0,0,0.0,,,,target,nvda-target-03,nvda-decision-03,2025-08-18T12:01:00Z,,demo-nvda-volatility-gated-growth,2026.08-demo,,,Target evidence for NVDA cycle 4.
2025-08-18T12:02:00Z,NVDA,134.8078,-0.003588,-1.62,-8.11,0.0,1.62,0.2351,1.051,2.187,0.826,0.098,0.1,Volatility-gated growth,,,,,0.78,0.7,,,,,,,,,,-20,134.8078,,fill,nvda-fill-03,nvda-target-03,2025-08-18T12:02:00Z,,demo-nvda-volatility-gated-growth,2026.08-demo,,,Fill evidence for NVDA cycle 4.
2025-08-18T12:03:00Z,NVDA,134.8078,-0.003588,-1.62,-8.11,0.0,1.62,0.2351,1.051,2.187,0.826,0.098,0.1,Volatility-gated growth,,,,,0.78,0.7,,,,,,,,,,,,0,position,nvda-position-03,nvda-fill-03,2025-08-18T12:03:00Z,,demo-nvda-volatility-gated-growth,2026.08-demo,,,Position evidence for NVDA cycle 4.
2025-08-18T12:04:00Z,NVDA,134.8078,-0.003588,-1.62,-8.11,0.0,1.62,0.2351,1.051,2.187,0.826,0.098,0.1,Volatility-gated growth,,,,,0.78,0.7,,,,,,,,,,,,,pnl,nvda-pnl-03,nvda-position-03,2025-08-18T12:04:00Z,,demo-nvda-volatility-gated-growth,2026.08-demo,,,Pnl evidence for NVDA cycle 4.
2025-08-18T12:06:00Z,JPM,216.9866,-0.001118,-12.13,-61.79,13.02,25.15,0.2528,1.173,2.339,0.539,0.005,0.17,Bank fundamentals,,,,,,,0.04,0.18,,,,,,,,,,,observation,jpm-observation-03,,2025-08-18T12:06:00Z,,demo-jpm-bank-fundamentals,2026.08-demo,,,Observation evidence for JPM cycle 4.
2025-08-18T12:07:00Z,JPM,216.9866,-0.001118,-12.13,-61.79,13.02,25.15,0.2528,1.173,2.339,0.539,0.005,0.17,Bank fundamentals,,,,,,,0.04,0.18,,,HOLD,HOLD: net-interest-margin trend was 0.04; improving margins buy and sharp contraction sells.,50,,0.010849,,,,decision,jpm-decision-03,jpm-observation-03,2025-08-18T12:06:00Z,2025-08-18T12:07:00Z,demo-jpm-bank-fundamentals,2026.08-demo,jpm-bank-quality-4.1,jpm-features-03,Decision evidence for JPM cycle 4.
2025-08-18T12:08:00Z,JPM,216.9866,-0.001118,-12.13,-61.79,13.02,25.15,0.2528,1.173,2.339,0.539,0.005,0.17,Bank fundamentals,,,,,,,0.04,0.18,,,,,50,50,0.010849,,,,target,jpm-target-03,jpm-decision-03,2025-08-18T12:08:00Z,,demo-jpm-bank-fundamentals,2026.08-demo,,,Target evidence for JPM cycle 4.
2025-08-18T12:09:00Z,JPM,216.9866,-0.001118,-12.13,-61.79,13.02,25.15,0.2528,1.173,2.339,0.539,0.005,0.17,Bank fundamentals,,,,,,,0.04,0.18,,,,,,,,0,,,fill,jpm-fill-03,jpm-target-03,2025-08-18T12:09:00Z,,demo-jpm-bank-fundamentals,2026.08-demo,,,Fill evidence for JPM cycle 4.
2025-08-18T12:10:00Z,JPM,216.9866,-0.001118,-12.13,-61.79,13.02,25.15,0.2528,1.173,2.339,0.539,0.005,0.17,Bank fundamentals,,,,,,,0.04,0.18,,,,,,,,,,50,position,jpm-position-03,jpm-fill-03,2025-08-18T12:10:00Z,,demo-jpm-bank-fundamentals,2026.08-demo,,,Position evidence for JPM cycle 4.
2025-08-18T12:11:00Z,JPM,216.9866,-0.001118,-12.13,-61.79,13.02,25.15,0.2528,1.173,2.339,0.539,0.005,0.17,Bank fundamentals,,,,,,,0.04,0.18,,,,,,,,,,,pnl,jpm-pnl-03,jpm-position-03,2025-08-18T12:11:00Z,,demo-jpm-bank-fundamentals,2026.08-demo,,,Pnl evidence for JPM cycle 4.
2025-08-18T12:13:00Z,XOM,111.455,0.00208,13.91,-31.78,8.02,-5.89,0.2946,1.136,2.766,0.573,0.125,0.24,Oil trend and inventories,,,,,,,,,1,-0.5,,,,,,,,,observation,xom-observation-03,,2025-08-18T12:13:00Z,,demo-xom-oil-trend-and-inventories,2026.08-demo,,,Observation evidence for XOM cycle 4.
2025-08-18T12:14:00Z,XOM,111.455,0.00208,13.91,-31.78,8.02,-5.89,0.2946,1.136,2.766,0.573,0.125,0.24,Oil trend and inventories,,,,,,,,,1,-0.5,HOLD,HOLD: 20-day oil momentum was 1%; above 6% buys and below -5% sells.,60,,0.006687,,,,decision,xom-decision-03,xom-observation-03,2025-08-18T12:13:00Z,2025-08-18T12:14:00Z,demo-xom-oil-trend-and-inventories,2026.08-demo,xom-energy-trend-2.7,xom-features-03,Decision evidence for XOM cycle 4.
2025-08-18T12:15:00Z,XOM,111.455,0.00208,13.91,-31.78,8.02,-5.89,0.2946,1.136,2.766,0.573,0.125,0.24,Oil trend and inventories,,,,,,,,,1,-0.5,,,60,60,0.006687,,,,target,xom-target-03,xom-decision-03,2025-08-18T12:15:00Z,,demo-xom-oil-trend-and-inventories,2026.08-demo,,,Target evidence for XOM cycle 4.
2025-08-18T12:16:00Z,XOM,111.455,0.00208,13.91,-31.78,8.02,-5.89,0.2946,1.136,2.766,0.573,0.125,0.24,Oil trend and inventories,,,,,,,,,1,-0.5,,,,,,0,,,fill,xom-fill-03,xom-target-03,2025-08-18T12:16:00Z,,demo-xom-oil-trend-and-inventories,2026.08-demo,,,Fill evidence for XOM cycle 4.
2025-08-18T12:17:00Z,XOM,111.455,0.00208,13.91,-31.78,8.02,-5.89,0.2946,1.136,2.766,0.573,0.125,0.24,Oil trend and inventories,,,,,,,,,1,-0.5,,,,,,,,60,position,xom-position-03,xom-fill-03,2025-08-18T12:17:00Z,,demo-xom-oil-trend-and-inventories,2026.08-demo,,,Position evidence for XOM cycle 4.
2025-08-18T12:18:00Z,XOM,111.455,0.00208,13.91,-31.78,8.02,-5.89,0.2946,1.136,2.766,0.573,0.125,0.24,Oil trend and inventories,,,,,,,,,1,-0.5,,,,,,,,,pnl,xom-pnl-03,xom-position-03,2025-08-18T12:18:00Z,,demo-xom-oil-trend-and-inventories,2026.08-demo,,,Pnl evidence for XOM cycle 4.
2025-08-18T12:30:00Z,AAPL,225.2471,-0.003998,-72.04,-49.65,21.62,93.66,0.168,0.882,1.52,0.64,0.557,0.38,RSI mean reversion,39,1.57,,,,,,,,,,,,,,,,,observation,aapl-observation-04,,2025-08-18T12:30:00Z,,demo-aapl-rsi-mean-reversion,2026.08-demo,,,Observation evidence for AAPL cycle 5.
2025-08-18T12:31:00Z,AAPL,225.2471,-0.003998,-72.04,-49.65,21.62,93.66,0.168,0.882,1.52,0.64,0.557,0.38,RSI mean reversion,39,1.57,,,,,,,,,HOLD,HOLD: RSI was 39; below 30 buys and above 65 sells while the middle range holds.,80,,0.01802,,,,decision,aapl-decision-04,aapl-observation-04,2025-08-18T12:30:00Z,2025-08-18T12:31:00Z,demo-aapl-rsi-mean-reversion,2026.08-demo,aapl-rsi-reversion-3.2,aapl-features-04,Decision evidence for AAPL cycle 5.
2025-08-18T12:32:00Z,AAPL,225.2471,-0.003998,-72.04,-49.65,21.62,93.66,0.168,0.882,1.52,0.64,0.557,0.38,RSI mean reversion,39,1.57,,,,,,,,,,,80,80,0.01802,,,,target,aapl-target-04,aapl-decision-04,2025-08-18T12:32:00Z,,demo-aapl-rsi-mean-reversion,2026.08-demo,,,Target evidence for AAPL cycle 5.
2025-08-18T12:33:00Z,AAPL,225.2471,-0.003998,-72.04,-49.65,21.62,93.66,0.168,0.882,1.52,0.64,0.557,0.38,RSI mean reversion,39,1.57,,,,,,,,,,,,,,0,,,fill,aapl-fill-04,aapl-target-04,2025-08-18T12:33:00Z,,demo-aapl-rsi-mean-reversion,2026.08-demo,,,Fill evidence for AAPL cycle 5.
2025-08-18T12:34:00Z,AAPL,225.2471,-0.003998,-72.04,-49.65,21.62,93.66,0.168,0.882,1.52,0.64,0.557,0.38,RSI mean reversion,39,1.57,,,,,,,,,,,,,,,,80,position,aapl-position-04,aapl-fill-04,2025-08-18T12:34:00Z,,demo-aapl-rsi-mean-reversion,2026.08-demo,,,Position evidence for AAPL cycle 5.
2025-08-18T12:35:00Z,AAPL,225.2471,-0.003998,-72.04,-49.65,21.62,93.66,0.168,0.882,1.52,0.64,0.557,0.38,RSI mean reversion,39,1.57,,,,,,,,,,,,,,,,,pnl,aapl-pnl-04,aapl-position-04,2025-08-18T12:35:00Z,,demo-aapl-rsi-mean-reversion,2026.08-demo,,,Pnl evidence for AAPL cycle 5.
2025-08-18T12:37:00Z,MSFT,414.9723,-0.002794,-69.57,-133.46,29.88,99.45,0.1946,1.051,1.774,0.598,0.263,0.1,20-day momentum,,,2.1,0.42,,,,,,,,,,,,,,,observation,msft-observation-04,,2025-08-18T12:37:00Z,,demo-msft-20-day-momentum,2026.08-demo,,,Observation evidence for MSFT cycle 5.
2025-08-18T12:38:00Z,MSFT,414.9723,-0.002794,-69.57,-133.46,29.88,99.45,0.1946,1.051,1.774,0.598,0.263,0.1,20-day momentum,,,2.1,0.42,,,,,,,HOLD,HOLD: 20-day momentum was 2.1%; above 3% buys and below -2% sells.,60,,0.024898,,,,decision,msft-decision-04,msft-observation-04,2025-08-18T12:37:00Z,2025-08-18T12:38:00Z,demo-msft-20-day-momentum,2026.08-demo,msft-momentum-2.4,msft-features-04,Decision evidence for MSFT cycle 5.
2025-08-18T12:39:00Z,MSFT,414.9723,-0.002794,-69.57,-133.46,29.88,99.45,0.1946,1.051,1.774,0.598,0.263,0.1,20-day momentum,,,2.1,0.42,,,,,,,,,60,60,0.024898,,,,target,msft-target-04,msft-decision-04,2025-08-18T12:39:00Z,,demo-msft-20-day-momentum,2026.08-demo,,,Target evidence for MSFT cycle 5.
2025-08-18T12:40:00Z,MSFT,414.9723,-0.002794,-69.57,-133.46,29.88,99.45,0.1946,1.051,1.774,0.598,0.263,0.1,20-day momentum,,,2.1,0.42,,,,,,,,,,,,0,,,fill,msft-fill-04,msft-target-04,2025-08-18T12:40:00Z,,demo-msft-20-day-momentum,2026.08-demo,,,Fill evidence for MSFT cycle 5.
2025-08-18T12:41:00Z,MSFT,414.9723,-0.002794,-69.57,-133.46,29.88,99.45,0.1946,1.051,1.774,0.598,0.263,0.1,20-day momentum,,,2.1,0.42,,,,,,,,,,,,,,60,position,msft-position-04,msft-fill-04,2025-08-18T12:41:00Z,,demo-msft-20-day-momentum,2026.08-demo,,,Position evidence for MSFT cycle 5.
2025-08-18T12:42:00Z,MSFT,414.9723,-0.002794,-69.57,-133.46,29.88,99.45,0.1946,1.051,1.774,0.598,0.263,0.1,20-day momentum,,,2.1,0.42,,,,,,,,,,,,,,,pnl,msft-pnl-04,msft-position-04,2025-08-18T12:42:00Z,,demo-msft-20-day-momentum,2026.08-demo,,,Pnl evidence for MSFT cycle 5.
2025-08-18T12:44:00Z,NVDA,134.8384,0.000227,0.0,-8.11,0.0,0.0,0.2116,1.173,1.918,0.508,0.072,0.17,Volatility-gated growth,,,,,0.58,0.7,,,,,,,,,,,,,observation,nvda-observation-04,,2025-08-18T12:44:00Z,,demo-nvda-volatility-gated-growth,2026.08-demo,,,Observation evidence for NVDA cycle 5.
2025-08-18T12:45:00Z,NVDA,134.8384,0.000227,0.0,-8.11,0.0,0.0,0.2116,1.173,1.918,0.508,0.072,0.17,Volatility-gated growth,,,,,0.58,0.7,,,,,HOLD,HOLD: implied volatility was 0.58; low volatility permits exposure and above 0.70 exits it.,0,,0.0,,,,decision,nvda-decision-04,nvda-observation-04,2025-08-18T12:44:00Z,2025-08-18T12:45:00Z,demo-nvda-volatility-gated-growth,2026.08-demo,nvda-volatility-gate-1.9,nvda-features-04,Decision evidence for NVDA cycle 5.
2025-08-18T12:46:00Z,NVDA,134.8384,0.000227,0.0,-8.11,0.0,0.0,0.2116,1.173,1.918,0.508,0.072,0.17,Volatility-gated growth,,,,,0.58,0.7,,,,,,,0,0,0.0,,,,target,nvda-target-04,nvda-decision-04,2025-08-18T12:46:00Z,,demo-nvda-volatility-gated-growth,2026.08-demo,,,Target evidence for NVDA cycle 5.
2025-08-18T12:47:00Z,NVDA,134.8384,0.000227,0.0,-8.11,0.0,0.0,0.2116,1.173,1.918,0.508,0.072,0.17,Volatility-gated growth,,,,,0.58,0.7,,,,,,,,,,0,,,fill,nvda-fill-04,nvda-target-04,2025-08-18T12:47:00Z,,demo-nvda-volatility-gated-growth,2026.08-demo,,,Fill evidence for NVDA cycle 5.
2025-08-18T12:48:00Z,NVDA,134.8384,0.000227,0.0,-8.11,0.0,0.0,0.2116,1.173,1.918,0.508,0.072,0.17,Volatility-gated growth,,,,,0.58,0.7,,,,,,,,,,,,0,position,nvda-position-04,nvda-fill-04,2025-08-18T12:48:00Z,,demo-nvda-volatility-gated-growth,2026.08-demo,,,Position evidence for NVDA cycle 5.
