timestamp,symbol,price,return,earnings_revision_pct,earnings_surprise_pct,revenue_growth_yoy,eps_growth_yoy,free_cash_flow_yield,valuation_percentile,debt_to_ebitda,interest_coverage,alpha_score,expected_return,information_coefficient,rank_ic,weight_error_bps,target_actual_weight_gap_bps,fundamental_age_days,as_of_lag_days,revision_lag_days
2025-08-16T03:10:00,AAPL,95.4065,-0.005202,-7.617,-8.567,2.233,-3.667,2.561,0.862,3.408,2.733,0.113,-0.739,-0.033,-0.033,75.13,90.17,6.93,3.07,4.01
2025-08-16T03:15:00,MSFT,95.4663,-0.004172,-7.641,-8.591,2.209,-3.691,2.553,0.86,3.402,2.709,0.111,-0.747,-0.033,-0.033,75.04,90.05,6.91,3.05,4.0
2025-08-16T03:20:00,NVDA,95.3763,-0.005744,-7.665,-8.615,2.185,-3.715,2.545,0.859,3.396,2.685,0.108,-0.755,-0.033,-0.033,75.06,90.08,6.92,3.06,4.01
2025-08-16T03:25:00,JPM,95.6383,-0.002057,-7.69,-8.64,2.16,-3.74,2.537,0.858,3.39,2.66,0.106,-0.763,-0.033,-0.033,75.16,90.2,6.94,3.07,4.01
2025-08-16T03:30:00,XOM,95.5592,-0.005634,-7.713,-8.663,2.137,-3.763,2.529,0.857,3.384,2.637,0.104,-0.771,-0.034,-0.034,75.25,90.32,6.96,3.08,4.02
2025-08-16T03:35:00,AAPL,95.1413,-0.009182,-7.736,-8.686,2.114,-3.786,2.521,0.856,3.378,2.614,0.101,-0.779,-0.034,-0.034,75.35,90.43,6.99,3.09,4.03
2025-08-16T03:40:00,MSFT,95.3286,-0.002842,-7.758,-8.708,2.092,-3.808,2.514,0.855,3.373,2.592,0.099,-0.786,-0.034,-0.034,75.43,90.54,7.01,3.1,4.04
2025-08-16T03:45:00,NVDA,95.2394,-0.005749,-7.779,-8.729,2.071,-3.829,2.507,0.854,3.368,2.571,0.097,-0.793,-0.034,-0.034,75.52,90.64,7.03,3.11,4.04
2025-08-16T03:50:00,JPM,95.4018,-0.00311,-7.798,-8.748,2.052,-3.848,2.501,0.853,3.363,2.552,0.095,-0.799,-0.034,-0.034,75.59,90.74,7.05,3.12,4.05
2025-08-16T03:55:00,XOM,95.9274,0.000693,-7.815,-8.765,2.035,-3.865,2.495,0.852,3.359,2.535,0.094,-0.805,-0.035,-0.035,75.66,90.82,7.06,3.13,4.05
2025-08-16T04:00:00,AAPL,96.0,-0.004062,-7.83,-8.78,2.02,-3.88,2.49,0.851,3.355,2.52,0.092,-0.81,-0.035,-0.035,75.72,90.9,7.08,3.14,4.06
2025-08-16T04:05:00,MSFT,96.0629,-0.004164,-7.843,-8.793,2.007,-3.893,2.486,0.85,3.352,2.507,0.091,-0.814,-0.035,-0.035,75.77,90.96,7.09,3.15,4.06
2025-08-16T04:10:00,NVDA,95.7054,-0.008542,-7.853,-8.803,1.997,-3.903,2.482,0.85,3.349,2.497,0.09,-0.818,-0.035,-0.035,75.81,91.02,7.1,3.15,4.07
2025-08-16T04:15:00,JPM,95.7922,-0.003914,-7.862,-8.812,1.988,-3.912,2.479,0.849,3.347,2.488,0.089,-0.821,-0.035,-0.035,75.85,91.06,7.11,3.16,4.07
2025-08-16T04:20:00,XOM,95.8015,-0.004725,-7.867,-8.817,1.983,-3.917,2.478,0.849,3.346,2.483,0.088,-0.822,-0.035,-0.035,75.87,91.08,7.12,3.16,4.07
2025-08-16T04:25:00,AAPL,96.034,-0.002395,-7.87,-8.82,1.98,-3.92,2.477,0.849,3.345,2.48,0.088,-0.823,-0.035,-0.035,75.88,91.1,7.12,3.16,4.07
2025-08-16T04:30:00,MSFT,96.2031,-0.003062,-7.87,-8.82,1.98,-3.92,2.477,0.849,3.345,2.48,0.088,-0.823,-0.035,-0.035,75.88,91.1,7.12,3.16,4.07
2025-08-16T04:35:00,NVDA,96.2424,-0.004413,-7.867,-8.817,1.983,-3.917,2.478,0.849,3.346,2.483,0.088,-0.822,-0.035,-0.035,75.87,91.08,7.12,3.16,4.07
2025-08-16T04:40:00,JPM,96.4297,-0.002875,-7.862,-8.812,1.988,-3.912,2.479,0.849,3.347,2.488,0.089,-0.821,-0.035,-0.035,75.85,91.06,7.11,3.16,4.07
2025-08-16T04:45:00,XOM,96.4656,-0.004448,-7.854,-8.804,1.996,-3.904,2.482,0.85,3.349,2.496,0.09,-0.818,-0.035,-0.035,75.81,91.02,7.1,3.15,4.07
2025-08-16T04:50:00,AAPL,96.7861,-0.001497,-7.843,-8.793,2.007,-3.893,2.486,0.85,3.352,2.507,0.091,-0.814,-0.035,-0.035,75.77,90.97,7.09,3.15,4.06
2025-08-16T04:55:00,MSFT,96.8841,-0.003805,-7.83,-8.78,2.02,-3.88,2.49,0.851,3.355,2.52,0.092,-0.81,-0.035,-0.035,75.72,90.9,7.08,3.14,4.06
2025-08-16T05:00:00,NVDA,96.7141,-0.006571,-7.815,-8.765,2.035,-3.865,2.495,0.852,3.359,2.535,0.093,-0.805,-0.035,-0.035,75.66,90.83,7.07,3.13,4.06
2025-08-16T05:05:00,JPM,96.4503,-0.007542,-7.798,-8.748,2.052,-3.848,2.501,0.853,3.363,2.552,0.095,-0.799,-0.034,-0.034,75.59,90.74,7.05,3.12,4.05
2025-08-16T05:10:00,XOM,96.0794,-0.008658,-7.779,-8.729,2.071,-3.829,2.507,0.854,3.368,2.571,0.097,-0.793,-0.034,-0.034,75.52,90.65,7.03,3.11,4.04
2025-08-16T05:15:00,AAPL,96.2665,-0.002864,-7.759,-8.709,2.091,-3.809,2.514,0.855,3.373,2.591,0.099,-0.786,-0.034,-0.034,75.43,90.54,7.01,3.1,4.04
2025-08-16T05:20:00,MSFT,96.2587,-0.00489,-7.737,-8.687,2.113,-3.787,2.521,0.856,3.378,2.613,0.101,-0.779,-0.034,-0.034,75.35,90.43,6.99,3.09,4.03
2025-08-16T05:25:00,NVDA,95.8471,-0.009081,-7.714,-8.664,2.136,-3.764,2.529,0.857,3.384,2.636,0.104,-0.771,-0.034,-0.034,75.26,90.32,6.96,3.08,4.02
2025-08-16T05:30:00,JPM,95.546,-0.007946,-7.69,-8.64,2.16,-3.74,2.537,0.858,3.39,2.66,0.106,-0.763,-0.033,-0.033,75.16,90.2,6.94,3.07,4.01
2025-08-16T05:35:00,XOM,95.614,-0.004091,-7.666,-8.616,2.184,-3.716,2.545,0.859,3.396,2.684,0.108,-0.755,-0.033,-0.033,75.06,90.08,6.92,3.06,4.01
2025-08-16T05:40:00,AAPL,96.0702,-2.8e-05,-7.641,-8.591,2.209,-3.691,2.553,0.86,3.402,2.709,0.111,-0.747,-0.033,-0.033,75.03,90.04,6.91,3.05,4.0
2025-08-16T05:45:00,MSFT,96.3994,-0.001369,-7.617,-8.567,2.233,-3.667,2.561,0.862,3.408,2.733,0.113,-0.739,-0.033,-0.033,75.13,90.16,6.93,3.07,4.01
2025-08-16T05:50:00,NVDA,96.3993,-0.004796,-7.593,-8.543,2.257,-3.643,2.569,0.863,3.414,2.757,0.116,-0.731,-0.032,-0.032,75.23,90.28,6.96,3.08,4.02
2025-08-16T05:55:00,JPM,96.2941,-0.005883,-7.57,-8.52,2.28,-3.62,2.577,0.864,3.42,2.78,0.118,-0.723,-0.032,-0.032,75.32,90.4,6.98,3.09,4.03
2025-08-16T06:00:00,XOM,96.0772,-0.007042,-7.548,-8.498,2.302,-3.598,2.584,0.865,3.426,2.802,0.12,-0.716,-0.032,-0.032,75.41,90.51,7.0,3.1,4.03
2025-08-16T06:05:00,AAPL,95.7481,-0.008213,-7.527,-8.477,2.323,-3.577,2.591,0.866,3.431,2.823,0.122,-0.709,-0.032,-0.032,75.49,90.62,7.02,3.11,4.04
2025-08-16T06:10:00,MSFT,95.6954,-0.005336,-7.507,-8.457,2.343,-3.557,2.598,0.867,3.436,2.843,0.124,-0.702,-0.032,-0.032,75.57,90.71,7.04,3.12,4.05
2025-08-16T06:15:00,NVDA,95.0082,-0.011964,-7.49,-8.44,2.36,-3.54,2.603,0.868,3.44,2.86,0.126,-0.697,-0.031,-0.031,75.64,90.8,7.06,3.13,4.05
2025-08-16T06:20:00,JPM,95.1444,-0.003349,-7.474,-8.424,2.376,-3.524,2.609,0.869,3.444,2.876,0.128,-0.691,-0.031,-0.031,75.7,90.88,7.08,3.14,4.06
2025-08-16T06:25:00,XOM,95.283,-0.003325,-7.46,-8.41,2.39,-3.51,2.613,0.869,3.447,2.89,0.129,-0.687,-0.031,-0.031,75.76,90.95,7.09,3.14,4.06
2025-08-16T06:30:00,AAPL,95.5032,-0.002469,-7.449,-8.399,2.401,-3.499,2.617,0.87,3.45,2.901,0.13,-0.683,-0.031,-0.031,75.8,91.0,7.1,3.15,4.07
2025-08-16T06:35:00,MSFT,95.4019,-0.005839,-7.44,-8.39,2.41,-3.49,2.62,0.87,3.452,2.91,0.131,-0.68,-0.031,-0.031,75.84,91.05,7.11,3.15,4.07
2025-08-16T06:40:00,NVDA,95.3578,-0.005241,-7.434,-8.384,2.416,-3.484,2.622,0.871,3.454,2.916,0.132,-0.678,-0.031,-0.031,75.86,91.08,7.12,3.16,4.07
2025-08-16T06:45:00,JPM,95.1969,-0.006466,-7.431,-8.381,2.419,-3.481,2.623,0.871,3.455,2.919,0.132,-0.677,-0.031,-0.031,75.88,91.1,7.12,3.16,4.07
2025-08-16T06:50:00,XOM,94.9199,-0.007688,-7.43,-8.38,2.42,-3.48,2.623,0.871,3.455,2.92,0.132,-0.677,-0.031,-0.031,75.88,91.1,7.12,3.16,4.07
2025-08-16T06:55:00,AAPL,94.9374,-0.004593,-7.432,-8.382,2.418,-3.482,2.623,0.871,3.454,2.918,0.132,-0.677,-0.031,-0.031,75.87,91.09,7.12,3.16,4.07
2025-08-16T07:00:00,MSFT,94.7677,-0.006567,-7.437,-8.387,2.413,-3.487,2.621,0.871,3.453,2.913,0.131,-0.679,-0.031,-0.031,75.85,91.07,7.11,3.16,4.07
2025-08-16T07:05:00,NVDA,94.491,-0.007698,-7.444,-8.394,2.406,-3.494,2.619,0.87,3.452,2.906,0.131,-0.681,-0.031,-0.031,75.82,91.03,7.11,3.15,4.07
2025-08-16T07:10:00,JPM,94.6988,-0.002582,-7.454,-8.404,2.396,-3.504,2.615,0.87,3.449,2.896,0.13,-0.685,-0.031,-0.031,75.79,90.98,7.1,3.15,4.07
2025-08-16T07:15:00,XOM,94.9692,-0.001926,-7.466,-8.416,2.384,-3.516,2.611,0.869,3.446,2.884,0.128,-0.689,-0.031,-0.031,75.74,90.92,7.08,3.14,4.06
2025-08-16T07:20:00,AAPL,95.1933,-0.002423,-7.48,-8.43,2.37,-3.53,2.607,0.868,3.442,2.87,0.127,-0.693,-0.031,-0.031,75.68,90.85,7.07,3.13,4.06
2025-08-16T07:25:00,MSFT,95.4803,-0.00177,-7.497,-8.447,2.353,-3.547,2.601,0.868,3.438,2.853,0.125,-0.699,-0.031,-0.031,75.61,90.76,7.05,3.13,4.05
2025-08-16T07:30:00,NVDA,95.3924,-0.005707,-7.515,-8.465,2.335,-3.565,2.595,0.867,3.434,2.835,0.123,-0.705,-0.032,-0.032,75.54,90.67,7.03,3.12,4.04
2025-08-16T07:35:00,JPM,95.4032,-0.004675,-7.536,-8.486,2.314,-3.586,2.588,0.866,3.429,2.814,0.121,-0.712,-0.032,-0.032,75.46,90.57,7.01,3.11,4.04
2025-08-16T07:40:00,XOM,95.3856,-0.004975,-7.557,-8.507,2.293,-3.607,2.581,0.865,3.423,2.793,0.119,-0.719,-0.032,-0.032,75.37,90.46,6.99,3.1,4.03
2025-08-16T07:45:00,AAPL,95.254,-0.006173,-7.58,-8.53,2.27,-3.63,2.573,0.864,3.418,2.77,0.117,-0.727,-0.032,-0.032,75.28,90.35,6.97,3.09,4.02
2025-08-16T07:50:00,MSFT,95.081,-0.006611,-7.603,-8.553,2.247,-3.653,2.566,0.862,3.412,2.747,0.115,-0.734,-0.033,-0.033,75.19,90.23,6.95,3.07,4.02
2025-08-16T07:55:00,NVDA,95.3089,-0.002401,-7.628,-8.578,2.222,-3.678,2.557,0.861,3.406,2.722,0.112,-0.743,-0.033,-0.033,75.09,90.11,6.92,3.06,4.01
2025-08-16T08:00:00,JPM,95.3266,-0.004614,-7.652,-8.602,2.198,-3.702,2.549,0.86,3.4,2.698,0.11,-0.751,-0.033,-0.033,75.01,90.01,6.9,3.05,4.0
2025-08-16T08:05:00,XOM,95.3532,-0.004523,-7.676,-8.626,2.174,-3.726,2.541,0.859,3.393,2.674,0.107,-0.759,-0.033,-0.033,75.11,90.13,6.93,3.06,4.01
2025-08-16T08:10:00,AAPL,95.2942,-0.005424,-7.7,-8.65,2.15,-3.75,2.533,0.857,3.387,2.65,0.105,-0.767,-0.034,-0.034,75.2,90.25,6.95,3.08,4.02
2025-08-16T08:15:00,MSFT,95.1052,-0.00679,-7.724,-8.674,2.126,-3.774,2.525,0.856,3.382,2.626,0.103,-0.775,-0.034,-0.034,75.3,90.37,6.97,3.09,4.02
2025-08-16T08:20:00,NVDA,94.803,-0.007987,-7.746,-8.696,2.104,-3.796,2.518,0.855,3.376,2.604,0.1,-0.782,-0.034,-0.034,75.39,90.48,7.0,3.1,4.03
2025-08-16T08:25:00,JPM,94.4736,-0.008287,-7.768,-8.718,2.082,-3.818,2.511,0.854,3.371,2.582,0.098,-0.789,-0.034,-0.034,75.47,90.59,7.02,3.11,4.04
2025-08-16T08:30:00,XOM,94.5719,-0.003773,-7.788,-8.738,2.062,-3.838,2.504,0.853,3.366,2.562,0.096,-0.796,-0.034,-0.034,75.55,90.69,7.04,3.12,4.05
2025-08-16T08:35:00,AAPL,94.5274,-0.005286,-7.806,-8.756,2.044,-3.856,2.498,0.852,3.361,2.544,0.094,-0.802,-0.035,-0.035,75.62,90.78,7.06,3.13,4.05
2025-08-16T08:40:00,MSFT,94.0278,-0.010102,-7.822,-8.772,2.028,-3.872,2.493,0.851,3.357,2.528,0.093,-0.807,-0.035,-0.035,75.69,90.86,7.07,3.14,4.06
2025-08-16T08:45:00,NVDA,93.496,-0.010475,-7.836,-8.786,2.014,-3.886,2.488,0.851,3.353,2.514,0.091,-0.812,-0.035,-0.035,75.74,90.93,7.09,3.14,4.06
2025-08-16T08:50:00,JPM,93.8052,-0.001513,-7.848,-8.798,2.002,-3.898,2.484,0.85,3.35,2.502,0.09,-0.816,-0.035,-0.035,75.79,90.99,7.1,3.15,4.07
2025-08-16T08:55:00,XOM,93.8715,-0.004114,-7.857,-8.807,1.993,-3.907,2.481,0.85,3.348,2.493,0.089,-0.819,-0.035,-0.035,75.83,91.04,7.11,3.15,4.07
2025-08-16T09:00:00,AAPL,93.7604,-0.006005,-7.864,-8.814,1.986,-3.914,2.479,0.849,3.346,2.486,0.089,-0.821,-0.035,-0.035,75.86,91.07,7.11,3.16,4.07
2025-08-16T09:05:00,MSFT,93.109,-0.011769,-7.868,-8.818,1.982,-3.918,2.477,0.849,3.345,2.482,0.088,-0.823,-0.035,-0.035,75.87,91.09,7.12,3.16,4.07
2025-08-16T09:10:00,NVDA,93.8573,0.003216,-7.87,-8.82,1.98,-3.92,2.477,0.849,3.345,2.48,0.088,-0.823,-0.035,-0.035,75.88,91.1,7.12,3.16,4.07
2025-08-16T09:15:00,JPM,93.9758,-0.00356,-7.869,-8.819,1.981,-3.919,2.477,0.849,3.345,2.481,0.088,-0.823,-0.035,-0.035,75.88,91.09,7.12,3.16,4.07
2025-08-16T09:20:00,XOM,93.9139,-0.00548,-7.865,-8.815,1.985,-3.915,2.478,0.849,3.346,2.485,0.089,-0.822,-0.035,-0.035,75.86,91.07,7.11,3.16,4.07
2025-08-16T09:25:00,AAPL,93.3859,-0.010443,-7.858,-8.808,1.992,-3.908,2.481,0.85,3.348,2.492,0.089,-0.819,-0.035,-0.035,75.83,91.04,7.11,3.15,4.07
2025-08-16T09:30:00,MSFT,93.6244,-0.002266,-7.849,-8.799,2.001,-3.899,2.484,0.85,3.35,2.501,0.09,-0.816,-0.035,-0.035,75.8,91.0,7.1,3.15,4.07
2025-08-16T09:35:00,NVDA,93.7109,-0.003896,-7.838,-8.788,2.012,-3.888,2.487,0.851,3.353,2.512,0.091,-0.813,-0.035,-0.035,75.75,90.94,7.09,3.14,4.06
2025-08-16T09:40:00,JPM,93.6299,-0.005681,-7.824,-8.774,2.026,-3.874,2.492,0.851,3.357,2.526,0.093,-0.808,-0.035,-0.035,75.7,90.87,7.07,3.14,4.06
2025-08-16T09:45:00,XOM,93.6696,-0.004392,-7.808,-8.758,2.042,-3.858,2.497,0.852,3.361,2.542,0.094,-0.803,-0.035,-0.035,75.63,90.79,7.06,3.13,4.05
2025-08-16T09:50:00,AAPL,93.5046,-0.006575,-7.79,-8.74,2.06,-3.84,2.503,0.853,3.365,2.56,0.096,-0.797,-0.034,-0.034,75.56,90.7,7.04,3.12,4.05
2025-08-16T09:55:00,MSFT,93.363,-0.006327,-7.77,-8.72,2.08,-3.82,2.51,0.854,3.37,2.58,0.098,-0.79,-0.034,-0.034,75.48,90.6,7.02,3.11,4.04
2025-08-16T10:00:00,NVDA,93.0525,-0.008136,-7.749,-8.699,2.101,-3.799,2.517,0.855,3.375,2.601,0.1,-0.783,-0.034,-0.034,75.4,90.49,7.0,3.1,4.03
2025-08-16T10:05:00,JPM,93.3993,-0.001081,-7.726,-8.676,2.124,-3.776,2.525,0.856,3.381,2.624,0.102,-0.775,-0.034,-0.034,75.31,90.38,6.98,3.09,4.03
2025-08-16T10:10:00,XOM,92.89,-0.010258,-7.703,-8.653,2.147,-3.753,2.532,0.857,3.387,2.647,0.105,-0.768,-0.034,-0.034,75.21,90.27,6.95,3.08,4.02
2025-08-16T10:15:00,AAPL,92.9626,-0.004021,-7.679,-8.629,2.171,-3.729,2.54,0.859,3.393,2.671,0.107,-0.76,-0.033,-0.033,75.12,90.15,6.93,3.06,4.01
2025-08-16T10:20:00,MSFT,92.7563,-0.00702,-7.655,-8.605,2.195,-3.705,2.548,0.86,3.399,2.695,0.11,-0.752,-0.033,-0.033,75.02,90.02,6.9,3.05,4.0
2025-08-16T10:25:00,NVDA,92.7338,-0.005041,-7.63,-8.58,2.22,-3.68,2.557,0.861,3.405,2.72,0.112,-0.743,-0.033,-0.033,75.08,90.1,6.92,3.06,4.01
2025-08-16T10:30:00,JPM,92.9562,-0.002397,-7.606,-8.556,2.244,-3.656,2.565,0.862,3.411,2.744,0.114,-0.735,-0.033,-0.033,75.18,90.22,6.94,3.07,4.01
2025-08-16T10:35:00,XOM,92.6534,-0.008051,-7.583,-8.533,2.267,-3.633,2.572,0.863,3.417,2.767,0.117,-0.728,-0.032,-0.032,75.27,90.34,6.97,3.08,4.02
2025-08-16T10:40:00,AAPL,92.5459,-0.005951,-7.56,-8.51,2.29,-3.61,2.58,0.865,3.423,2.79,0.119,-0.72,-0.032,-0.032,75.36,90.45,6.99,3.1,4.03
2025-08-16T10:45:00,MSFT,92.3152,-0.007282,-7.538,-8.488,2.312,-3.588,2.587,0.866,3.428,2.812,0.121,-0.713,-0.032,-0.032,75.45,90.56,7.01,3.11,4.04
2025-08-16T10:50:00,NVDA,92.1254,-0.006843,-7.518,-8.468,2.332,-3.568,2.594,0.867,3.433,2.832,0.123,-0.706,-0.032,-0.032,75.53,90.66,7.03,3.12,4.04
2025-08-16T10:55:00,JPM,92.1401,-0.004625,-7.499,-8.449,2.351,-3.549,2.6,0.868,3.438,2.851,0.125,-0.7,-0.031,-0.031,75.6,90.75,7.05,3.13,4.05
2025-08-16T11:00:00,XOM,92.1908,-0.004233,-7.482,-8.432,2.368,-3.532,2.606,0.868,3.442,2.868,0.127,-0.694,-0.031,-0.031,75.67,90.84,7.07,3.13,4.06
2025-08-16T11:05:00,AAPL,92.1962,-0.004723,-7.467,-8.417,2.383,-3.517,2.611,0.869,3.446,2.883,0.128,-0.689,-0.031,-0.031,75.73,90.91,7.08,3.14,4.06
2025-08-16T11:10:00,MSFT,91.7301,-0.009836,-7.455,-8.405,2.395,-3.505,2.615,0.87,3.449,2.895,0.13,-0.685,-0.031,-0.031,75.78,90.98,7.1,3.15,4.07
2025-08-16T11:15:00,NVDA,92.1683,-2e-06,-7.445,-8.395,2.405,-3.495,2.618,0.87,3.451,2.905,0.131,-0.682,-0.031,-0.031,75.82,91.03,7.11,3.15,4.07
2025-08-16T11:20:00,JPM,91.9289,-0.007376,-7.437,-8.387,2.413,-3.487,2.621,0.871,3.453,2.913,0.131,-0.679,-0.031,-0.031,75.85,91.06,7.11,3.16,4.07
2025-08-16T11:25:00,XOM,91.9112,-0.004971,-7.432,-8.382,2.418,-3.482,2.623,0.871,3.454,2.918,0.132,-0.677,-0.031,-0.031,75.87,91.09,7.12,3.16,4.07
2025-08-16T11:30:00,AAPL,91.7914,-0.006082,-7.43,-8.38,2.42,-3.48,2.623,0.871,3.455,2.92,0.132,-0.677,-0.031,-0.031,75.88,91.1,7.12,3.16,4.07
2025-08-16T11:35:00,MSFT,92.0476,-0.001988,-7.431,-8.381,2.419,-3.481,2.623,0.871,3.455,2.919,0.132,-0.677,-0.031,-0.031,75.88,91.1,7.12,3.16,4.07
2025-08-16T11:40:00,NVDA,91.7013,-0.008541,-7.434,-8.384,2.416,-3.484,2.622,0.871,3.454,2.916,0.132,-0.678,-0.031,-0.031,75.86,91.08,7.12,3.16,4.07
2025-08-16T11:45:00,JPM,92.0934,-0.000502,-7.44,-8.39,2.41,-3.49,2.62,0.871,3.453,2.91,0.131,-0.68,-0.031,-0.031,75.84,91.05,7.11,3.16,4.07
2025-08-16T11:50:00,XOM,92.3448,-0.002051,-7.448,-8.398,2.402,-3.498,2.617,0.87,3.45,2.902,0.13,-0.683,-0.031,-0.031,75.81,91.01,7.1,3.15,4.07
2025-08-16T11:55:00,AAPL,91.8253,-0.010407,-7.459,-8.409,2.391,-3.509,2.614,0.87,3.448,2.891,0.129,-0.686,-0.031,-0.031,75.76,90.96,7.09,3.15,4.06
2025-08-16T12:00:00,MSFT,91.9745,-0.003157,-7.472,-8.422,2.378,-3.522,2.609,0.869,3.444,2.878,0.128,-0.691,-0.031,-0.031,75.71,90.89,7.08,3.14,4.06
2025-08-16T12:05:00,NVDA,92.0514,-0.003948,-7.488,-8.438,2.362,-3.538,2.604,0.868,3.441,2.862,0.126,-0.696,-0.031,-0.031,75.65,90.81,7.06,3.13,4.05
2025-08-16T12:10:00,JPM,92.2609,-0.002509,-7.505,-8.455,2.345,-3.555,2.598,0.867,3.436,2.845,0.124,-0.702,-0.032,-0.032,75.58,90.72,7.04,3.12,4.05
2025-08-16T12:15:00,XOM,92.6438,-0.000637,-7.524,-8.474,2.326,-3.574,2.592,0.866,3.431,2.826,0.123,-0.708,-0.032,-0.032,75.5,90.63,7.03,3.11,4.04
2025-08-16T12:20:00,AAPL,92.7261,-0.003901,-7.545,-8.495,2.305,-3.595,2.585,0.865,3.426,2.805,0.12,-0.715,-0.032,-0.032,75.42,90.52,7.0,3.1,4.03
2025-08-16T12:25:00,MSFT,92.9486,-0.002392,-7.567,-8.517,2.283,-3.617,2.578,0.864,3.421,2.783,0.118,-0.722,-0.032,-0.032,75.33,90.41,6.98,3.09,4.03
2025-08-16T12:30:00,NVDA,92.5231,-0.009372,-7.59,-8.54,2.26,-3.64,2.57,0.863,3.415,2.76,0.116,-0.73,-0.032,-0.032,75.24,90.3,6.96,3.08,4.02
2025-08-16T12:35:00,JPM,92.6605,-0.003311,-7.614,-8.564,2.236,-3.664,2.562,0.862,3.409,2.736,0.114,-0.738,-0.033,-0.033,75.14,90.18,6.94,3.07,4.01
2025-08-16T12:40:00,XOM,92.5978,-0.005476,-7.639,-8.589,2.211,-3.689,2.554,0.861,3.403,2.711,0.111,-0.746,-0.033,-0.033,75.05,90.06,6.91,3.06,4.0
2025-08-16T12:45:00,AAPL,93.0214,-0.000227,-7.663,-8.613,2.187,-3.713,2.546,0.859,3.397,2.687,0.109,-0.754,-0.033,-0.033,75.05,90.06,6.91,3.06,4.0
2025-08-16T12:50:00,MSFT,93.1733,-0.00317,-7.687,-8.637,2.163,-3.737,2.538,0.858,3.391,2.663,0.106,-0.762,-0.033,-0.033,75.15,90.19,6.94,3.07,4.01
2025-08-16T12:55:00,NVDA,93.1306,-0.005265,-7.711,-8.661,2.139,-3.761,2.53,0.857,3.385,2.639,0.104,-0.77,-0.034,-0.034,75.24,90.31,6.96,3.08,4.02
2025-08-16T13:00:00,JPM,92.9644,-0.006594,-7.734,-8.684,2.116,-3.784,2.522,0.856,3.379,2.616,0.102,-0.778,-0.034,-0.034,75.34,90.42,6.98,3.09,4.03
2025-08-16T13:05:00,XOM,93.0823,-0.003542,-7.756,-8.706,2.094,-3.806,2.515,0.855,3.373,2.594,0.099,-0.785,-0.034,-0.034,75.42,90.53,7.01,3.1,4.04
2025-08-16T13:10:00,AAPL,93.4606,-0.000748,-7.777,-8.727,2.073,-3.827,2.508,0.854,3.368,2.573,0.097,-0.792,-0.034,-0.034,75.51,90.63,7.03,3.11,4.04
2025-08-16T13:15:00,MSFT,92.8406,-0.011449,-7.796,-8.746,2.054,-3.846,2.501,0.853,3.364,2.554,0.095,-0.799,-0.034,-0.034,75.58,90.73,7.05,3.12,4.05
2025-08-16T13:20:00,NVDA,93.7414,0.004886,-7.813,-8.763,2.037,-3.863,2.496,0.852,3.359,2.537,0.094,-0.804,-0.035,-0.035,75.65,90.82,7.06,3.13,4.05
2025-08-16T13:25:00,JPM,93.6547,-0.005742,-7.829,-8.779,2.021,-3.879,2.49,0.851,3.355,2.521,0.092,-0.81,-0.035,-0.035,75.71,90.89,7.08,3.14,4.06
2025-08-16T13:30:00,XOM,94.1444,0.000409,-7.842,-8.792,2.008,-3.892,2.486,0.85,3.352,2.508,0.091,-0.814,-0.035,-0.035,75.77,90.96,7.09,3.15,4.06
2025-08-16T13:35:00,AAPL,94.1418,-0.004847,-7.853,-8.803,1.997,-3.903,2.482,0.85,3.349,2.497,0.09,-0.818,-0.035,-0.035,75.81,91.01,7.1,3.15,4.07
2025-08-16T13:40:00,MSFT,94.3665,-0.002435,-7.861,-8.811,1.989,-3.911,2.48,0.849,3.347,2.489,0.089,-0.82,-0.035,-0.035,75.84,91.05,7.11,3.16,4.07
2025-08-16T13:45:00,NVDA,94.2838,-0.005698,-7.867,-8.817,1.983,-3.917,2.478,0.849,3.346,2.483,0.088,-0.822,-0.035,-0.035,75.87,91.08,7.12,3.16,4.07
2025-08-16T13:50:00,JPM,94.1277,-0.006477,-7.87,-8.82,1.98,-3.92,2.477,0.849,3.345,2.48,0.088,-0.823,-0.035,-0.035,75.88,91.1,7.12,3.16,4.07
2025-08-16T13:55:00,XOM,94.2206,-0.003835,-7.87,-8.82,1.98,-3.92,2.477,0.849,3.345,2.48,0.088,-0.823,-0.035,-0.035,75.88,91.1,7.12,3.16,4.07
2025-08-16T14:00:00,AAPL,94.2345,-0.004674,-7.867,-8.817,1.983,-3.917,2.478,0.849,3.346,2.483,0.088,-0.822,-0.035,-0.035,75.87,91.09,7.12,3.16,4.07
2025-08-16T14:05:00,MSFT,94.0827,-0.006433,-7.862,-8.812,1.988,-3.912,2.479,0.849,3.347,2.488,0.089,-0.821,-0.035,-0.035,75.85,91.06,7.11,3.16,4.07
2025-08-16T14:10:00,NVDA,94.4814,-0.000582,-7.855,-8.805,1.995,-3.905,2.482,0.85,3.349,2.495,0.09,-0.818,-0.035,-0.035,75.82,91.02,7.1,3.15,4.07
2025-08-16T14:15:00,JPM,94.2412,-0.007361,-7.844,-8.794,2.006,-3.894,2.485,0.85,3.351,2.506,0.091,-0.815,-0.035,-0.035,75.78,90.97,7.09,3.15,4.06
2025-08-16T14:20:00,XOM,94.0649,-0.006689,-7.832,-8.782,2.018,-3.882,2.489,0.851,3.355,2.518,0.092,-0.811,-0.035,-0.035,75.73,90.91,7.08,3.14,4.06
