timestamp,symbol,price,return,pnl,equity,earnings_revision_pct,earnings_surprise_pct,revenue_growth_yoy,eps_growth_yoy,free_cash_flow_yield,valuation_percentile,debt_to_ebitda,interest_coverage,alpha_score,expected_return,information_coefficient,rank_ic,weight_error_bps,target_actual_weight_gap_bps,fundamental_age_days,as_of_lag_days,revision_lag_days,action,target_position,target_weight,decision_reason
2025-08-16T00:00:00,NVDA,95.9335,-0.000984,-10760.97,-40928.27,0.863,2.463,10.963,13.363,4.754,0.548,1.441,9.563,0.746,1.554,0.08,0.096,101.65,118.65,1.16,0.48,0.35,buy,1.0,0.041,Target remained positive; realised weight diverged from the recorded target.
2025-08-16T00:05:00,JPM,95.6446,-0.002985,-7340.09,-48268.36,0.851,2.451,10.951,13.351,4.75,0.548,1.438,9.551,0.745,1.55,0.08,0.096,7.6,10.6,10.65,5.18,2.45,buy,1.0,0.041,The decision used an older recorded fundamental snapshot.
2025-08-16T00:10:00,XOM,95.4465,-0.009986,-6529.45,-54797.81,0.835,2.435,10.935,13.335,4.745,0.547,4.534,2.735,0.744,1.545,0.079,0.095,7.54,10.54,1.14,0.47,0.35,buy,1.0,0.041,The existing long target remained despite worsening debt-service risk.
2025-08-16T00:15:00,AAPL,95.4385,-0.010988,-6812.22,-61610.03,-6.683,-6.583,2.117,-5.183,4.739,0.546,1.429,9.517,0.742,1.539,0.079,0.095,7.47,10.47,1.12,0.46,0.34,buy,1.0,0.041,Existing long target remained in place while the growth evidence deteriorated.
2025-08-16T00:20:00,MSFT,95.4329,-0.01499,-8370.77,-69980.8,0.796,2.396,10.896,13.296,4.732,0.545,1.424,9.496,0.12,0.432,-0.031,-0.055,7.39,10.39,1.1,0.45,0.33,buy,1.0,0.023,The model still held the name although the alpha ranking was decaying.
2025-08-16T00:25:00,NVDA,95.7023,-0.000993,-10586.47,-80567.27,0.774,2.374,10.874,13.274,4.725,0.544,1.418,9.474,0.737,1.525,0.079,0.095,101.3,118.3,1.07,0.44,0.32,buy,1.0,0.041,Target remained positive; realised weight diverged from the recorded target.
2025-08-16T00:30:00,JPM,95.9658,-0.002995,-7239.63,-87806.9,0.75,2.35,10.85,13.25,4.717,0.542,1.412,9.45,0.735,1.517,0.078,0.094,7.2,10.2,10.55,5.12,2.42,buy,1.0,0.041,The decision used an older recorded fundamental snapshot.
2025-08-16T00:35:00,XOM,96.0236,-0.009998,-6509.5,-94316.4,0.724,2.324,10.824,13.224,4.708,0.541,4.506,2.624,0.732,1.508,0.078,0.094,7.1,10.1,1.02,0.41,0.31,buy,1.0,0.041,The existing long target remained despite worsening debt-service risk.
2025-08-16T00:40:00,AAPL,95.5081,-0.011,-6874.27,-101190.67,-6.801,-6.701,1.999,-5.301,4.7,0.54,1.4,9.399,0.73,1.5,0.078,0.094,7.0,10.0,1.0,0.4,0.3,buy,1.0,0.041,Existing long target remained in place while the growth evidence deteriorated.
2025-08-16T00:45:00,MSFT,95.5783,-0.015003,-8511.21,-109701.88,0.673,2.273,10.773,13.173,4.691,0.539,1.393,9.373,0.107,0.391,-0.032,-0.056,7.11,10.11,1.03,0.41,0.31,buy,1.0,0.023,The model still held the name although the alpha ranking was decaying.
2025-08-16T00:50:00,NVDA,95.4274,-0.001005,-10796.84,-120498.72,0.648,2.248,10.748,13.148,4.683,0.537,1.387,9.348,0.725,1.483,0.077,0.093,101.21,118.21,1.05,0.43,0.32,buy,1.0,0.041,Target remained positive; realised weight diverged from the recorded target.
2025-08-16T00:55:00,JPM,95.4572,-0.003008,-7507.13,-128005.85,0.624,2.224,10.724,13.124,4.675,0.536,1.381,9.324,0.722,1.475,0.077,0.093,7.3,10.3,10.58,5.14,2.43,buy,1.0,0.041,The decision used an older recorded fundamental snapshot.
2025-08-16T01:00:00,XOM,95.8567,-0.01001,-6817.76,-134823.61,0.602,2.202,10.702,13.102,4.667,0.535,4.475,2.502,0.72,1.467,0.077,0.093,7.39,10.39,1.1,0.45,0.33,buy,1.0,0.041,The existing long target remained despite worsening debt-service risk.
2025-08-16T01:05:00,AAPL,95.9961,-0.011012,-7204.4,-142028.01,-6.919,-6.819,1.881,-5.419,4.66,0.534,1.37,9.281,0.718,1.46,0.077,0.093,7.48,10.48,1.12,0.46,0.34,buy,1.0,0.041,Existing long target remained in place while the growth evidence deteriorated.
2025-08-16T01:10:00,MSFT,95.8088,-0.015014,-8842.93,-150870.94,0.563,2.163,10.663,13.063,4.654,0.533,1.366,9.263,0.096,0.354,-0.033,-0.057,7.55,10.55,1.14,0.47,0.35,buy,1.0,0.023,The model still held the name although the alpha ranking was decaying.
2025-08-16T01:15:00,NVDA,95.3966,-0.001015,-11109.77,-161980.71,0.548,2.148,10.648,13.048,4.649,0.532,1.362,9.248,0.715,1.449,0.076,0.092,101.61,118.61,1.15,0.48,0.35,buy,1.0,0.041,Target remained positive; realised weight diverged from the recorded target.
2025-08-16T01:20:00,JPM,95.0282,-0.003016,-7782.03,-169762.74,0.536,2.136,10.636,13.036,4.645,0.532,1.359,9.236,0.714,1.445,0.076,0.092,7.66,10.66,10.66,5.18,2.45,buy,1.0,0.041,The decision used an older recorded fundamental snapshot.
2025-08-16T01:25:00,XOM,95.0722,-0.010017,-7037.73,-176800.47,0.527,2.127,10.627,13.027,4.642,0.531,4.457,2.427,0.713,1.442,0.076,0.092,7.69,10.69,1.17,0.49,0.36,buy,1.0,0.041,The existing long target remained despite worsening debt-service risk.
2025-08-16T01:30:00,AAPL,95.4529,-0.011018,-7355.92,-184156.39,-6.978,-6.878,1.822,-5.478,4.641,0.531,1.355,9.222,0.712,1.441,0.076,0.092,7.71,10.71,1.18,0.49,0.36,buy,1.0,0.041,Existing long target remained in place while the growth evidence deteriorated.
2025-08-16T01:35:00,MSFT,95.3041,-0.015018,-8916.72,-193073.11,0.52,2.12,10.62,13.02,4.64,0.531,1.355,9.22,0.092,0.34,-0.034,-0.058,7.72,10.72,1.18,0.49,0.36,buy,1.0,0.023,The model still held the name although the alpha ranking was decaying.
2025-08-16T01:40:00,NVDA,95.3128,-0.001018,-11101.33,-204174.44,0.522,2.122,10.622,13.022,4.641,0.531,1.356,9.222,0.712,1.441,0.076,0.092,101.71,118.71,1.18,0.49,0.36,buy,1.0,0.041,Target remained positive; realised weight diverged from the recorded target.
2025-08-16T01:45:00,JPM,95.605,-0.003017,-7691.94,-211866.38,0.528,2.128,10.628,13.028,4.643,0.531,1.357,9.228,0.713,1.443,0.076,0.092,7.69,10.69,10.67,5.19,2.46,buy,1.0,0.041,The decision used an older recorded fundamental snapshot.
2025-08-16T01:50:00,XOM,95.5907,-0.010016,-6871.62,-218738.0,0.537,2.137,10.637,13.037,4.646,0.532,4.459,2.437,0.714,1.446,0.076,0.092,7.65,10.65,1.16,0.48,0.35,buy,1.0,0.041,The existing long target remained despite worsening debt-service risk.
2025-08-16T01:55:00,AAPL,95.821,-0.011015,-7124.08,-225862.08,-6.951,-6.851,1.849,-5.451,4.65,0.532,1.362,9.249,0.715,1.45,0.076,0.092,7.6,10.6,1.15,0.48,0.35,buy,1.0,0.041,Existing long target remained in place while the growth evidence deteriorated.
2025-08-16T02:00:00,MSFT,95.8945,-0.015014,-8633.52,-234495.6,0.565,2.165,10.665,13.065,4.655,0.533,1.366,9.265,0.096,0.355,-0.033,-0.057,7.54,10.54,1.14,0.47,0.35,buy,1.0,0.023,The model still held the name although the alpha ranking was decaying.
2025-08-16T02:05:00,NVDA,95.9378,-0.001012,-10784.27,-245279.87,0.583,2.183,10.683,13.083,4.661,0.534,1.371,9.283,0.718,1.461,0.077,0.093,101.47,118.47,1.12,0.46,0.34,buy,1.0,0.041,Target remained positive; realised weight diverged from the recorded target.
2025-08-16T02:10:00,JPM,95.562,-0.00301,-7360.6,-252640.47,0.604,2.204,10.704,13.104,4.668,0.535,1.376,9.304,0.72,1.468,0.077,0.093,7.38,10.38,10.6,5.15,2.43,buy,1.0,0.041,The decision used an older recorded fundamental snapshot.
2025-08-16T02:15:00,XOM,95.7932,-0.010007,-6546.44,-259186.91,0.626,2.226,10.726,13.126,4.675,0.536,4.482,2.526,0.723,1.475,0.077,0.093,7.29,10.29,1.07,0.44,0.32,buy,1.0,0.041,The existing long target remained despite worsening debt-service risk.
2025-08-16T02:20:00,AAPL,95.4291,-0.011005,-6825.09,-266012.0,-6.849,-6.749,1.951,-5.349,4.684,0.538,1.388,9.351,0.725,1.484,0.078,0.094,7.2,10.2,1.05,0.42,0.32,buy,1.0,0.041,Existing long target remained in place while the growth evidence deteriorated.
2025-08-16T02:25:00,MSFT,95.594,-0.015002,-8379.07,-274391.07,0.676,2.276,10.776,13.176,4.692,0.539,1.394,9.376,0.108,0.392,-0.032,-0.056,7.1,10.1,1.02,0.41,0.31,buy,1.0,0.023,The model still held the name although the alpha ranking was decaying.
2025-08-16T02:30:00,NVDA,95.3092,-0.001,-10589.95,-284981.02,0.701,2.301,10.801,13.201,4.7,0.54,1.4,9.401,0.73,1.5,0.078,0.094,101.01,118.01,1.0,0.4,0.3,buy,1.0,0.041,Target remained positive; realised weight diverged from the recorded target.
2025-08-16T02:35:00,JPM,95.3436,-0.002997,-7238.25,-292219.27,0.727,2.327,10.827,13.227,4.709,0.541,1.407,9.427,0.733,1.509,0.078,0.094,7.11,10.11,10.53,5.11,2.41,buy,1.0,0.041,The decision used an older recorded fundamental snapshot.
2025-08-16T02:40:00,XOM,95.3113,-0.009995,-6503.37,-298722.64,0.752,2.352,10.852,13.252,4.717,0.543,4.513,2.652,0.735,1.517,0.079,0.095,7.21,10.21,1.05,0.43,0.32,buy,1.0,0.041,The existing long target remained despite worsening debt-service risk.
2025-08-16T02:45:00,AAPL,95.1375,-0.010992,-6863.72,-305586.36,-6.724,-6.624,2.076,-5.224,4.725,0.544,1.419,9.476,0.738,1.525,0.079,0.095,7.3,10.3,1.08,0.44,0.33,buy,1.0,0.041,Existing long target remained in place while the growth evidence deteriorated.
2025-08-16T02:50:00,MSFT,95.2291,-0.01499,-8496.74,-314083.1,0.798,2.398,10.898,13.298,4.733,0.545,1.425,9.498,0.12,0.433,-0.031,-0.055,7.39,10.39,1.1,0.45,0.33,buy,1.0,0.023,The model still held the name although the alpha ranking was decaying.
2025-08-16T02:55:00,NVDA,95.2292,-0.000988,-10779.06,-324862.16,0.819,2.419,10.919,13.319,4.74,0.546,1.43,9.519,0.742,1.54,0.079,0.095,101.48,118.48,1.12,0.46,0.34,buy,1.0,0.041,Target remained positive; realised weight diverged from the recorded target.
2025-08-16T03:00:00,JPM,95.5237,-0.002986,-7486.78,-332348.94,0.837,2.437,10.937,13.337,4.746,0.547,1.434,9.537,0.744,1.546,0.079,0.095,7.55,10.55,10.64,5.17,2.45,buy,1.0,0.041,The decision used an older recorded fundamental snapshot.
2025-08-16T03:05:00,XOM,95.4452,-0.009985,-6795.65,-339144.59,0.852,2.452,10.952,13.352,4.751,0.548,4.538,2.752,0.745,1.551,0.08,0.096,7.61,10.61,1.15,0.48,0.35,buy,1.0,0.041,The existing long target remained despite worsening debt-service risk.
2025-08-16T03:10:00,AAPL,95.4065,-0.010984,-7181.35,-346325.94,-6.636,-6.536,2.164,-5.136,4.755,0.548,1.441,9.564,0.746,1.555,0.08,0.096,7.66,10.66,1.16,0.48,0.35,buy,1.0,0.041,Existing long target remained in place while the growth evidence deteriorated.
2025-08-16T03:15:00,MSFT,95.4663,-0.014983,-8819.76,-355145.7,0.873,2.473,10.973,13.373,4.758,0.549,1.443,9.573,0.127,0.458,-0.03,-0.054,7.69,10.69,1.17,0.49,0.36,buy,1.0,0.023,The model still held the name although the alpha ranking was decaying.
2025-08-16T03:20:00,NVDA,95.3763,-0.000982,-11087.25,-366232.95,0.878,2.478,10.978,13.378,4.759,0.549,1.445,9.578,0.748,1.559,0.08,0.096,101.71,118.71,1.18,0.49,0.36,buy,1.0,0.041,Target remained positive; realised weight diverged from the recorded target.
2025-08-16T03:25:00,JPM,95.6383,-0.002982,-7760.84,-373993.79,0.88,2.48,10.98,13.38,4.76,0.549,1.445,9.58,0.748,1.56,0.08,0.096,7.72,10.72,10.68,5.19,2.46,buy,1.0,0.041,The decision used an older recorded fundamental snapshot.
2025-08-16T03:30:00,XOM,95.5592,-0.009982,-7018.44,-381012.23,0.878,2.478,10.978,13.378,4.759,0.549,4.544,2.778,0.748,1.559,0.08,0.096,7.71,10.71,1.18,0.49,0.36,buy,1.0,0.041,The existing long target remained despite worsening debt-service risk.
2025-08-16T03:35:00,AAPL,95.1413,-0.010983,-7338.97,-388351.2,-6.628,-6.528,2.172,-5.128,4.757,0.549,1.443,9.572,0.747,1.557,0.08,0.096,7.69,10.69,1.17,0.49,0.36,buy,1.0,0.041,Existing long target remained in place while the growth evidence deteriorated.
2025-08-16T03:40:00,MSFT,95.3286,-0.014984,-8902.4,-397253.6,0.863,2.463,10.963,13.363,4.754,0.548,1.441,9.563,0.126,0.454,-0.03,-0.054,7.65,10.65,1.16,0.48,0.35,buy,1.0,0.023,The model still held the name although the alpha ranking was decaying.
2025-08-16T03:45:00,NVDA,95.2394,-0.000985,-11089.78,-408343.38,0.851,2.451,10.951,13.351,4.75,0.548,1.438,9.551,0.745,1.55,0.08,0.096,101.6,118.6,1.15,0.48,0.35,buy,1.0,0.041,Target remained positive; realised weight diverged from the recorded target.
2025-08-16T03:50:00,JPM,95.4018,-0.002986,-7683.17,-416026.55,0.835,2.435,10.935,13.335,4.745,0.547,1.434,9.535,0.744,1.545,0.079,0.095,7.54,10.54,10.64,5.17,2.45,buy,1.0,0.041,The decision used an older recorded fundamental snapshot.
2025-08-16T03:55:00,XOM,95.9274,-0.009988,-6865.5,-422892.05,0.817,2.417,10.917,13.317,4.739,0.546,4.529,2.717,0.742,1.539,0.079,0.095,7.47,10.47,1.12,0.46,0.34,buy,1.0,0.041,The existing long target remained despite worsening debt-service risk.
2025-08-16T04:00:00,AAPL,96.0,-0.01099,-7120.39,-430012.44,-6.704,-6.604,2.096,-5.204,4.732,0.545,1.424,9.496,0.74,1.532,0.079,0.095,7.38,10.38,1.1,0.45,0.33,buy,1.0,0.041,Existing long target remained in place while the growth evidence deteriorated.
2025-08-16T04:05:00,MSFT,96.0629,-0.014993,-8631.94,-438644.38,0.773,2.373,10.873,13.273,4.724,0.544,1.418,9.473,0.117,0.424,-0.031,-0.055,7.29,10.29,1.07,0.44,0.32,buy,1.0,0.023,The model still held the name although the alpha ranking was decaying.
2025-08-16T04:10:00,NVDA,95.7054,-0.000995,-10784.46,-449428.84,0.749,2.349,10.849,13.249,4.716,0.542,1.412,9.449,0.735,1.516,0.078,0.094,101.2,118.2,1.05,0.42,0.32,buy,1.0,0.041,Target remained positive; realised weight diverged from the recorded target.
2025-08-16T04:15:00,JPM,95.7922,-0.002998,-7362.19,-456791.03,0.724,2.324,10.824,13.224,4.708,0.541,1.406,9.424,0.732,1.508,0.078,0.094,7.1,10.1,10.52,5.11,2.41,buy,1.0,0.041,The decision used an older recorded fundamental snapshot.
2025-08-16T04:20:00,XOM,95.8015,-0.01,-6549.05,-463340.08,0.698,2.298,10.798,13.198,4.699,0.54,4.5,2.598,0.73,1.499,0.078,0.094,7.01,10.01,1.0,0.4,0.3,buy,1.0,0.041,The existing long target remained despite worsening debt-service risk.
2025-08-16T04:25:00,AAPL,96.034,-0.011003,-6828.41,-470168.49,-6.827,-6.727,1.973,-5.327,4.691,0.539,1.393,9.373,0.727,1.491,0.078,0.094,7.11,10.11,1.03,0.41,0.31,buy,1.0,0.041,Existing long target remained in place while the growth evidence deteriorated.
2025-08-16T04:30:00,MSFT,96.2031,-0.015005,-8382.85,-478551.34,0.648,2.248,10.748,13.148,4.683,0.537,1.387,9.348,0.105,0.383,-0.033,-0.057,7.21,10.21,1.05,0.43,0.32,buy,1.0,0.023,The model still held the name although the alpha ranking was decaying.
2025-08-16T04:35:00,NVDA,96.2424,-0.001008,-10594.02,-489145.36,0.624,2.224,10.724,13.124,4.675,0.536,1.381,9.324,0.722,1.475,0.077,0.093,101.3,118.3,1.08,0.44,0.33,buy,1.0,0.041,Target remained positive; realised weight diverged from the recorded target.
2025-08-16T04:40:00,JPM,96.4297,-0.00301,-7242.51,-496387.87,0.601,2.201,10.701,13.101,4.667,0.535,1.375,9.301,0.72,1.467,0.077,0.093,7.39,10.39,10.6,5.15,2.43,buy,1.0,0.041,The decision used an older recorded fundamental snapshot.
2025-08-16T04:45:00,XOM,96.4656,-0.010012,-6507.85,-502895.72,0.581,2.181,10.681,13.081,4.66,0.534,4.47,2.481,0.718,1.46,0.077,0.093,7.48,10.48,1.12,0.46,0.34,buy,1.0,0.041,The existing long target remained despite worsening debt-service risk.
2025-08-16T04:50:00,AAPL,96.7861,-0.011014,-6868.5,-509764.22,-6.937,-6.837,1.863,-5.437,4.654,0.533,1.366,9.263,0.716,1.454,0.077,0.093,7.55,10.55,1.14,0.47,0.35,buy,1.0,0.041,Existing long target remained in place while the growth evidence deteriorated.
2025-08-16T04:55:00,MSFT,96.8841,-0.015015,-8501.98,-518266.2,0.548,2.148,10.648,13.048,4.649,0.532,1.362,9.248,0.095,0.349,-0.034,-0.058,7.61,10.61,1.15,0.48,0.35,buy,1.0,0.023,The model still held the name although the alpha ranking was decaying.
2025-08-16T05:00:00,NVDA,96.7141,-0.001016,-10784.99,-529051.19,0.536,2.136,10.636,13.036,4.645,0.532,1.359,9.236,0.714,1.445,0.076,0.092,101.66,118.66,1.16,0.48,0.35,buy,1.0,0.041,Target remained positive; realised weight diverged from the recorded target.
2025-08-16T05:05:00,JPM,96.4503,-0.003017,-7493.64,-536544.83,0.527,2.127,10.627,13.027,4.642,0.531,1.357,9.227,0.713,1.442,0.076,0.092,7.69,10.69,10.67,5.19,2.46,buy,1.0,0.041,The decision used an older recorded fundamental snapshot.
2025-08-16T05:10:00,XOM,96.0794,-0.010018,-6803.69,-543348.52,0.522,2.122,10.622,13.022,4.641,0.531,4.455,2.422,0.712,1.441,0.076,0.092,7.71,10.71,1.18,0.49,0.36,buy,1.0,0.041,The existing long target remained despite worsening debt-service risk.
2025-08-16T05:15:00,AAPL,96.2665,-0.011018,-7190.79,-550539.31,-6.98,-6.88,1.82,-5.48,4.64,0.531,1.355,9.22,0.712,1.44,0.076,0.092,7.72,10.72,1.18,0.49,0.36,buy,1.0,0.041,Existing long target remained in place while the growth evidence deteriorated.
2025-08-16T05:20:00,MSFT,96.2587,-0.015018,-8830.77,-559370.08,0.522,2.122,10.622,13.022,4.641,0.531,1.356,9.222,0.092,0.341,-0.034,-0.058,7.71,10.71,1.18,0.49,0.36,buy,1.0,0.023,The model still held the name although the alpha ranking was decaying.
2025-08-16T05:25:00,NVDA,95.8471,-0.001017,-11099.9,-570469.98,0.528,2.128,10.628,13.028,4.643,0.531,1.357,9.228,0.713,1.443,0.076,0.092,101.69,118.69,1.17,0.49,0.36,buy,1.0,0.041,Target remained positive; realised weight diverged from the recorded target.
2025-08-16T05:30:00,JPM,95.546,-0.003016,-7775.1,-578245.08,0.537,2.137,10.637,13.037,4.646,0.532,1.359,9.237,0.714,1.446,0.076,0.092,7.65,10.65,10.66,5.18,2.45,buy,1.0,0.041,The decision used an older recorded fundamental snapshot.
2025-08-16T05:35:00,XOM,95.614,-0.010015,-7034.18,-585279.26,0.55,2.15,10.65,13.05,4.65,0.532,4.462,2.45,0.715,1.45,0.076,0.092,7.6,10.6,1.15,0.48,0.35,buy,1.0,0.041,The existing long target remained despite worsening debt-service risk.
2025-08-16T05:40:00,AAPL,96.0702,-0.011013,-7355.92,-592635.18,-6.935,-6.835,1.865,-5.435,4.655,0.533,1.366,9.265,0.717,1.455,0.077,0.093,7.54,10.54,1.13,0.47,0.34,buy,1.0,0.041,Existing long target remained in place while the growth evidence deteriorated.
2025-08-16T05:45:00,MSFT,96.3994,-0.015012,-8920.17,-601555.35,0.583,2.183,10.683,13.083,4.661,0.534,1.371,9.283,0.098,0.361,-0.033,-0.057,7.47,10.47,1.12,0.46,0.34,buy,1.0,0.023,The model still held the name although the alpha ranking was decaying.
2025-08-16T05:50:00,NVDA,96.3993,-0.00101,-11107.88,-612663.23,0.604,2.204,10.704,13.104,4.668,0.535,1.376,9.304,0.72,1.468,0.077,0.093,101.38,118.38,1.1,0.45,0.33,buy,1.0,0.041,Target remained positive; realised weight diverged from the recorded target.
2025-08-16T05:55:00,JPM,96.2941,-0.003007,-7701.01,-620364.24,0.627,2.227,10.727,13.127,4.676,0.536,1.382,9.327,0.723,1.476,0.077,0.093,7.29,10.29,10.57,5.14,2.42,buy,1.0,0.041,The decision used an older recorded fundamental snapshot.
2025-08-16T06:00:00,XOM,96.0772,-0.010005,-6882.42,-627246.66,0.651,2.251,10.751,13.151,4.684,0.538,4.488,2.551,0.725,1.484,0.078,0.094,7.2,10.2,1.05,0.42,0.32,buy,1.0,0.041,The existing long target remained despite worsening debt-service risk.
2025-08-16T06:05:00,AAPL,95.7481,-0.011002,-7135.7,-634382.36,-6.824,-6.724,1.976,-5.324,4.692,0.539,1.394,9.376,0.728,1.492,0.078,0.094,7.1,10.1,1.02,0.41,0.31,buy,1.0,0.041,Existing long target remained in place while the growth evidence deteriorated.
2025-08-16T06:10:00,MSFT,95.6954,-0.015,-8644.95,-643027.31,0.702,2.302,10.802,13.202,4.701,0.54,1.4,9.402,0.11,0.401,-0.032,-0.056,7.01,10.01,1.0,0.4,0.3,buy,1.0,0.023,The model still held the name although the alpha ranking was decaying.
2025-08-16T06:15:00,NVDA,95.0082,-0.000997,-10794.51,-653821.82,0.727,2.327,10.827,13.227,4.709,0.541,1.407,9.427,0.733,1.509,0.078,0.094,101.11,118.11,1.03,0.41,0.31,buy,1.0,0.041,Target remained positive; realised weight diverged from the recorded target.
2025-08-16T06:20:00,JPM,95.1444,-0.002995,-7368.7,-661190.52,0.752,2.352,10.852,13.252,4.717,0.543,1.413,9.452,0.735,1.517,0.079,0.095,7.21,10.21,10.55,5.13,2.42,buy,1.0,0.041,The decision used an older recorded fundamental snapshot.
2025-08-16T06:25:00,XOM,95.283,-0.009992,-6551.57,-667742.09,0.776,2.376,10.876,13.276,4.725,0.544,4.519,2.676,0.738,1.525,0.079,0.095,7.31,10.31,1.08,0.44,0.33,buy,1.0,0.041,The existing long target remained despite worsening debt-service risk.
2025-08-16T06:30:00,AAPL,95.5032,-0.01099,-6826.61,-674568.7,-6.701,-6.601,2.099,-5.201,4.733,0.545,1.425,9.499,0.74,1.533,0.079,0.095,7.4,10.4,1.1,0.45,0.33,buy,1.0,0.041,Existing long target remained in place while the growth evidence deteriorated.
2025-08-16T06:35:00,MSFT,95.4019,-0.014988,-8376.56,-682945.26,0.819,2.419,10.919,13.319,4.74,0.546,1.43,9.519,0.122,0.44,-0.031,-0.055,7.48,10.48,1.12,0.46,0.34,buy,1.0,0.023,The model still held the name although the alpha ranking was decaying.
2025-08-16T06:40:00,NVDA,95.3578,-0.000986,-10583.26,-693528.52,0.837,2.437,10.937,13.337,4.746,0.547,1.434,9.537,0.744,1.546,0.079,0.095,101.55,118.55,1.14,0.47,0.35,buy,1.0,0.041,Target remained positive; realised weight diverged from the recorded target.
2025-08-16T06:45:00,JPM,95.1969,-0.002985,-7227.48,-700756.0,0.852,2.452,10.952,13.352,4.751,0.548,1.438,9.552,0.745,1.551,0.08,0.096,7.61,10.61,10.65,5.18,2.45,buy,1.0,0.041,The decision used an older recorded fundamental snapshot.
2025-08-16T06:50:00,XOM,94.9199,-0.009984,-6488.94,-707244.94,0.865,2.465,10.965,13.365,4.755,0.548,4.541,2.765,0.746,1.555,0.08,0.096,7.66,10.66,1.16,0.48,0.35,buy,1.0,0.041,The existing long target remained despite worsening debt-service risk.
2025-08-16T06:55:00,AAPL,94.9374,-0.010983,-6846.28,-714091.22,-6.627,-6.527,2.173,-5.127,4.758,0.549,1.443,9.573,0.747,1.558,0.08,0.096,7.69,10.69,1.17,0.49,0.36,buy,1.0,0.041,Existing long target remained in place while the growth evidence deteriorated.
2025-08-16T07:00:00,MSFT,94.7677,-0.014982,-8477.15,-722568.37,0.878,2.478,10.978,13.378,4.759,0.549,1.445,9.578,0.128,0.459,-0.03,-0.054,7.71,10.71,1.18,0.49,0.36,buy,1.0,0.023,The model still held the name although the alpha ranking was decaying.
2025-08-16T07:05:00,NVDA,94.491,-0.000982,-10758.37,-733326.74,0.88,2.48,10.98,13.38,4.76,0.549,1.445,9.58,0.748,1.56,0.08,0.096,101.72,118.72,1.18,0.49,0.36,buy,1.0,0.041,Target remained positive; realised weight diverged from the recorded target.
2025-08-16T07:10:00,JPM,94.6988,-0.002982,-7466.15,-740792.89,0.878,2.478,10.978,13.378,4.759,0.549,1.444,9.578,0.748,1.559,0.08,0.096,7.71,10.71,10.68,5.19,2.46,buy,1.0,0.041,The decision used an older recorded fundamental snapshot.
2025-08-16T07:15:00,XOM,94.9692,-0.009983,-6776.27,-747569.16,0.872,2.472,10.972,13.372,4.757,0.549,4.543,2.772,0.747,1.557,0.08,0.096,7.69,10.69,1.17,0.49,0.36,buy,1.0,0.041,The existing long target remained despite worsening debt-service risk.
2025-08-16T07:20:00,AAPL,95.1933,-0.010984,-7164.37,-754733.53,-6.637,-6.537,2.163,-5.137,4.754,0.548,1.441,9.563,0.746,1.554,0.08,0.096,7.65,10.65,1.16,0.48,0.35,buy,1.0,0.041,Existing long target remained in place while the growth evidence deteriorated.
2025-08-16T07:25:00,MSFT,95.4803,-0.014985,-8806.26,-763539.79,0.85,2.45,10.95,13.35,4.75,0.548,1.438,9.55,0.125,0.45,-0.03,-0.054,7.6,10.6,1.15,0.48,0.35,buy,1.0,0.023,The model still held the name although the alpha ranking was decaying.
2025-08-16T07:30:00,NVDA,95.3924,-0.000987,-11078.11,-774617.9,0.835,2.435,10.935,13.335,4.745,0.547,1.434,9.535,0.743,1.545,0.079,0.095,101.54,118.54,1.13,0.47,0.34,buy,1.0,0.041,Target remained positive; realised weight diverged from the recorded target.
2025-08-16T07:35:00,JPM,95.4032,-0.002988,-7756.72,-782374.62,0.816,2.416,10.916,13.316,4.739,0.546,1.429,9.516,0.742,1.539,0.079,0.095,7.47,10.47,10.62,5.16,2.44,buy,1.0,0.041,The decision used an older recorded fundamental snapshot.
2025-08-16T07:40:00,XOM,95.3856,-0.00999,-7019.74,-789394.36,0.796,2.396,10.896,13.296,4.732,0.545,4.524,2.696,0.74,1.532,0.079,0.095,7.38,10.38,1.1,0.45,0.33,buy,1.0,0.041,The existing long target remained despite worsening debt-service risk.
2025-08-16T07:45:00,AAPL,95.254,-0.010993,-7345.78,-796740.14,-6.727,-6.627,2.073,-5.227,4.724,0.544,1.418,9.473,0.737,1.524,0.079,0.095,7.29,10.29,1.07,0.44,0.32,buy,1.0,0.041,Existing long target remained in place while the growth evidence deteriorated.
2025-08-16T07:50:00,MSFT,95.081,-0.014995,-8914.52,-805654.66,0.749,2.349,10.849,13.249,4.716,0.542,1.412,9.449,0.115,0.416,-0.032,-0.056,7.2,10.2,1.05,0.42,0.32,buy,1.0,0.023,The model still held the name although the alpha ranking was decaying.
2025-08-16T07:55:00,NVDA,95.3089,-0.000998,-11106.7,-816761.36,0.724,2.324,10.824,13.224,4.708,0.541,1.406,9.424,0.732,1.508,0.078,0.094,101.09,118.09,1.02,0.41,0.31,buy,1.0,0.041,Target remained positive; realised weight diverged from the recorded target.
2025-08-16T08:00:00,JPM,95.3266,-0.003,-7704.11,-824465.47,0.698,2.298,10.798,13.198,4.699,0.54,1.399,9.398,0.73,1.499,0.078,0.094,7.01,10.01,10.5,5.1,2.4,buy,1.0,0.041,The decision used an older recorded fundamental snapshot.
